source,relation,target,value,unit,metadata,source_file
KIF5B - kinesin family member 5B (human),associated_with,Bone Neoplasms,,,MESH:D001859,CTD
KIF5B - kinesin family member 5B (human),associated_with,Brain Neoplasms,,,MESH:D001932,CTD
KIF5B - kinesin family member 5B (human),associated_with,Breast Neoplasms,,,MESH:D001943,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Breast Neoplasms, Male",,,MESH:D018567,CTD
KIF5B - kinesin family member 5B (human),associated_with,Burkitt Lymphoma,,,MESH:D002051,CTD
KIF5B - kinesin family member 5B (human),associated_with,Carcinoid Tumor,,,MESH:D002276,CTD
KIF5B - kinesin family member 5B (human),associated_with,Carcinoma,,,MESH:D002277,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Ductal",,,MESH:D044584,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Ductal, Breast",,,MESH:D018270,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Ehrlich Tumor",,,MESH:D002286,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Embryonal",,,MESH:D018236,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Endometrioid",,,MESH:D018269,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Hepatocellular",,,MESH:D006528,CTD
KIF5B - kinesin family member 5B (human),associated_with,Carcinoma in Situ,,,MESH:D002278,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Lewis Lung",,,MESH:D018827,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Merkel Cell",,,MESH:D015266,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Non-Small-Cell Lung",,,marker/mechanism;MESH:D002289,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Ovarian Epithelial",,,MESH:D000077216,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Renal Cell",,,MESH:D002292,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Squamous Cell",,,MESH:D002294,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Carcinoma, Transitional Cell",,,MESH:D002295,CTD
KIF5B - kinesin family member 5B (human),associated_with,Cardiac Conduction System Disease,,,MESH:D000075224,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Cardiac Output, High",,,MESH:D016534,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Cardiac Output, Low",,,MESH:D002303,CTD
KIF5B - kinesin family member 5B (human),associated_with,Cardio-Renal Syndrome,,,MESH:D059347,CTD
KIF5B - kinesin family member 5B (human),associated_with,Cardiovascular Abnormalities,,,MESH:D018376,CTD
KIF5B - kinesin family member 5B (human),associated_with,Cardiovascular Diseases,,,MESH:D002318,CTD
KIF5B - kinesin family member 5B (human),associated_with,Central Nervous System Neoplasms,,,MESH:D016543,CTD
KIF5B - kinesin family member 5B (human),associated_with,Cerebrovascular Disorders,,,MESH:D002561,CTD
KIF5B - kinesin family member 5B (human),associated_with,Cholangiocarcinoma,,,MESH:D018281,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Cholestasis, Intrahepatic",,,MESH:D002780,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Cholestasis, progressive familial intrahepatic 3",,,MESH:C535935,CTD
KIF5B - kinesin family member 5B (human),associated_with,Choriocarcinoma,,,MESH:D002822,CTD
KIF5B - kinesin family member 5B (human),associated_with,Choroidal Neovascularization,,,MESH:D020256,CTD
KIF5B - kinesin family member 5B (human),associated_with,Colonic Neoplasms,,,MESH:D003110,CTD
KIF5B - kinesin family member 5B (human),associated_with,Colorectal Neoplasms,,,MESH:D015179,CTD
KIF5B - kinesin family member 5B (human),associated_with,Congenital Hypothyroidism,,,MESH:D003409,CTD
KIF5B - kinesin family member 5B (human),associated_with,Conotruncal cardiac defects,,,MESH:C535464,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Death, Sudden, Cardiac",,,MESH:D016757,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Dementia, Vascular",,,MESH:D015140,CTD
KIF5B - kinesin family member 5B (human),associated_with,Desmoid Tumors,,,MESH:D018222,CTD
KIF5B - kinesin family member 5B (human),associated_with,Desmoplastic Small Round Cell Tumor,,,MESH:D058405,CTD
KIF5B - kinesin family member 5B (human),associated_with,Disseminated Intravascular Coagulation,,,MESH:D004211,CTD
KIF5B - kinesin family member 5B (human),associated_with,Ear Neoplasms,,,MESH:D004428,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Edema, Cardiac",,,MESH:D004489,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Encephalomyelitis, Autoimmune, Experimental",,,MESH:D004681,CTD
KIF5B - kinesin family member 5B (human),associated_with,Endometrial Neoplasms,,,MESH:D016889,CTD
KIF5B - kinesin family member 5B (human),associated_with,Esophageal Neoplasms,,,MESH:D004938,CTD
KIF5B - kinesin family member 5B (human),associated_with,Esophageal Squamous Cell Carcinoma,,,MESH:D000077277,CTD
KIF5B - kinesin family member 5B (human),associated_with,Euthyroid Sick Syndromes,,,MESH:D005067,CTD
KIF5B - kinesin family member 5B (human),associated_with,Familial primary gastric lymphoma,,,MESH:C535648,CTD
KIF5B - kinesin family member 5B (human),associated_with,Fanconi Anemia,,,MESH:D005199,CTD
KIF5B - kinesin family member 5B (human),associated_with,Gallbladder Neoplasms,,,MESH:D005706,CTD
KIF5B - kinesin family member 5B (human),associated_with,Gastrointestinal Neoplasms,,,MESH:D005770,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Genital Neoplasms, Female",,,MESH:D005833,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Genital Neoplasms, Male",,,MESH:D005834,CTD
KIF5B - kinesin family member 5B (human),associated_with,Granulosa cell tumor of the ovary,,,MESH:C537296,CTD
KIF5B - kinesin family member 5B (human),associated_with,Head and Neck Neoplasms,,,MESH:D006258,CTD
KIF5B - kinesin family member 5B (human),associated_with,Hematologic Neoplasms,,,MESH:D019337,CTD
KIF5B - kinesin family member 5B (human),associated_with,Hepatic Encephalopathy,,,MESH:D006501,CTD
KIF5B - kinesin family member 5B (human),associated_with,Hepatic Insufficiency,,,MESH:D048550,CTD
KIF5B - kinesin family member 5B (human),associated_with,Hepatic Veno-Occlusive Disease,,,MESH:D006504,CTD
KIF5B - kinesin family member 5B (human),associated_with,Hypertension,,,MESH:D006973,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Hypertension, Malignant",,,MESH:D006974,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Hypertension, Portal",,,MESH:D006975,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Hypertension, Pregnancy-Induced",,,MESH:D046110,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Hypertension, Pulmonary",,,MESH:D006976,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Hypertension, Renal",,,MESH:D006977,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Hypertension, Renovascular",,,MESH:D006978,CTD
KIF5B - kinesin family member 5B (human),associated_with,Hyperthyroidism,,,MESH:D006980,CTD
KIF5B - kinesin family member 5B (human),associated_with,Hypothyroidism,,,MESH:D007037,CTD
KIF5B - kinesin family member 5B (human),associated_with,Immune Complex Diseases,,,MESH:D007105,CTD
KIF5B - kinesin family member 5B (human),associated_with,IMMUNE SUPPRESSION,,,OMIM:146850,CTD
KIF5B - kinesin family member 5B (human),associated_with,Immune System Diseases,,,MESH:D007154,CTD
KIF5B - kinesin family member 5B (human),associated_with,Inflammatory Breast Neoplasms,,,MESH:D058922,CTD
KIF5B - kinesin family member 5B (human),associated_with,Intestinal Neoplasms,,,MESH:D007414,CTD
KIF5B - kinesin family member 5B (human),associated_with,Intracranial Hypertension,,,MESH:D019586,CTD
KIF5B - kinesin family member 5B (human),associated_with,Kidney Neoplasms,,,MESH:D007680,CTD
KIF5B - kinesin family member 5B (human),associated_with,Laryngeal Neoplasms,,,MESH:D007822,CTD
KIF5B - kinesin family member 5B (human),associated_with,Leukemia,,,MESH:D007938,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, Erythroblastic, Acute",,,MESH:D004915,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, Experimental",,,MESH:D007942,CTD
KIF5B - kinesin family member 5B (human),associated_with,Leukemia L1210,,,MESH:D007939,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, Lymphoid",,,MESH:D007945,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia-Lymphoma, Adult T-Cell",,,MESH:D015459,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, Monocytic, Acute",,,MESH:D007948,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",,,MESH:D015464,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, Myeloid",,,MESH:D007951,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, Myeloid, Acute",,,MESH:D015470,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, Promyelocytic, Acute",,,MESH:D015473,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Leukemia, T-Cell",,,MESH:D015458,CTD
KIF5B - kinesin family member 5B (human),associated_with,Leydig Cell Tumor,,,MESH:D007984,CTD
KIF5B - kinesin family member 5B (human),associated_with,Liver Neoplasms,,,MESH:D008113,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Liver Neoplasms, Experimental",,,MESH:D008114,CTD
KIF5B - kinesin family member 5B (human),associated_with,Lung agenesis,,,MESH:C562992,CTD
KIF5B - kinesin family member 5B (human),associated_with,Lung Diseases,,,MESH:D008171,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Lung Diseases, Interstitial",,,MESH:D017563,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Lung Diseases, Obstructive",,,MESH:D008173,CTD
KIF5B - kinesin family member 5B (human),associated_with,Lung Injury,,,MESH:D055370,CTD
KIF5B - kinesin family member 5B (human),associated_with,Lung Neoplasms,,,MESH:D008175,CTD
KIF5B - kinesin family member 5B (human),associated_with,Lymphatic Metastasis,,,MESH:D008207,CTD
KIF5B - kinesin family member 5B (human),associated_with,Lymphoma,,,MESH:D008223,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Lymphoma, AIDS-Related",,,MESH:D016483,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Lymphoma, B-Cell",,,MESH:D016393,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Lymphoma, Extranodal NK-T-Cell",,,MESH:D054391,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Lymphoma, Large B-Cell, Diffuse",,,MESH:D016403,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Lymphoma, Non-Hodgkin",,,MESH:D008228,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Lymphoma, T-Cell",,,MESH:D016399,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Mammary Neoplasms, Animal",,,MESH:D015674,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Mammary Neoplasms, Experimental",,,MESH:D008325,CTD
KIF5B - kinesin family member 5B (human),associated_with,Massive Hepatic Necrosis,,,MESH:D047508,CTD
KIF5B - kinesin family member 5B (human),associated_with,Maxillary Sinus Neoplasms,,,MESH:D008444,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Mixed Tumor, Mullerian",,,MESH:D018200,CTD
KIF5B - kinesin family member 5B (human),associated_with,Mouth Neoplasms,,,MESH:D009062,CTD
KIF5B - kinesin family member 5B (human),associated_with,Nasopharyngeal Carcinoma,,,MESH:D000077274,CTD
KIF5B - kinesin family member 5B (human),associated_with,Nasopharyngeal Neoplasms,,,MESH:D009303,CTD
KIF5B - kinesin family member 5B (human),associated_with,Neoplasm Invasiveness,,,MESH:D009361,CTD
KIF5B - kinesin family member 5B (human),associated_with,Neoplasm Metastasis,,,MESH:D009362,CTD
KIF5B - kinesin family member 5B (human),associated_with,Neoplasm Micrometastasis,,,MESH:D061206,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neoplasm Recurrence, Local",,,MESH:D009364,CTD
KIF5B - kinesin family member 5B (human),associated_with,Neoplasms,,,MESH:D009369,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neoplasms, Bone Tissue",,,MESH:D018213,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neoplasms, Experimental",,,MESH:D009374,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neoplasms, Glandular and Epithelial",,,MESH:D009375,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neoplasms, Hormone-Dependent",,,MESH:D009376,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neoplasms, Mesothelial",,,MESH:D018301,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neoplasms, Radiation-Induced",,,MESH:D009381,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neovascularization, Pathologic",,,MESH:D009389,CTD
KIF5B - kinesin family member 5B (human),associated_with,Nerve Sheath Neoplasms,,,MESH:D018317,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Neuroectodermal Tumors, Primitive, Peripheral",,,MESH:D018241,CTD
KIF5B - kinesin family member 5B (human),associated_with,Neutropenia,,,MESH:D009503,CTD
KIF5B - kinesin family member 5B (human),associated_with,Nose Neoplasms,,,MESH:D009669,CTD
KIF5B - kinesin family member 5B (human),associated_with,Ocular Hypertension,,,MESH:D009798,CTD
KIF5B - kinesin family member 5B (human),associated_with,Ovarian Neoplasms,,,MESH:D010051,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Pancreatic cancer, adult",,,MESH:C535836,CTD
KIF5B - kinesin family member 5B (human),associated_with,Pancreatic Neoplasms,,,MESH:D010190,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Paraganglioma, Extra-Adrenal",,,MESH:D010236,CTD
KIF5B - kinesin family member 5B (human),associated_with,Peripheral Vascular Diseases,,,MESH:D016491,CTD
KIF5B - kinesin family member 5B (human),associated_with,Pharyngeal Neoplasms,,,MESH:D010610,CTD
KIF5B - kinesin family member 5B (human),associated_with,Phyllodes Tumor,,,MESH:D003557,CTD
KIF5B - kinesin family member 5B (human),associated_with,Pituitary Neoplasms,,,MESH:D010911,CTD
KIF5B - kinesin family member 5B (human),associated_with,Pleural Neoplasms,,,MESH:D010997,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Porphyrias, Hepatic",,,MESH:D017094,CTD
KIF5B - kinesin family member 5B (human),associated_with,Precancerous Conditions,,,MESH:D011230,CTD
KIF5B - kinesin family member 5B (human),associated_with,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D015452,CTD
KIF5B - kinesin family member 5B (human),associated_with,Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054198,CTD
KIF5B - kinesin family member 5B (human),associated_with,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054218,CTD
KIF5B - kinesin family member 5B (human),associated_with,Prostatic Neoplasms,,,MESH:D011471,CTD
KIF5B - kinesin family member 5B (human),associated_with,Pseudolymphoma,,,MESH:D019310,CTD
KIF5B - kinesin family member 5B (human),associated_with,Pseudotumor Cerebri,,,MESH:D011559,CTD
KIF5B - kinesin family member 5B (human),associated_with,Pulmonary Arterial Hypertension,,,MESH:D000081029,CTD
KIF5B - kinesin family member 5B (human),associated_with,Rectal Neoplasms,,,MESH:D012004,CTD
KIF5B - kinesin family member 5B (human),associated_with,Renal hypouricemia,,,MESH:C537757,CTD
KIF5B - kinesin family member 5B (human),associated_with,Renal Insufficiency,,,MESH:D051437,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Renal Insufficiency, Chronic",,,MESH:D051436,CTD
KIF5B - kinesin family member 5B (human),associated_with,Retinal Neovascularization,,,MESH:D015861,CTD
KIF5B - kinesin family member 5B (human),associated_with,Salivary Gland Neoplasms,,,MESH:D012468,CTD
KIF5B - kinesin family member 5B (human),associated_with,Sebaceous Gland Neoplasms,,,MESH:D012626,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Skin Diseases, Vascular",,,MESH:D017445,CTD
KIF5B - kinesin family member 5B (human),associated_with,Skin Neoplasms,,,MESH:D012878,CTD
KIF5B - kinesin family member 5B (human),associated_with,Small Cell Lung Carcinoma,,,MESH:D055752,CTD
KIF5B - kinesin family member 5B (human),associated_with,Soft Tissue Neoplasms,,,MESH:D012983,CTD
KIF5B - kinesin family member 5B (human),associated_with,Splenic Neoplasms,,,MESH:D013160,CTD
KIF5B - kinesin family member 5B (human),associated_with,Squamous Cell Carcinoma of Head and Neck,,,MESH:D000077195,CTD
KIF5B - kinesin family member 5B (human),associated_with,Stomach Neoplasms,,,MESH:D013274,CTD
KIF5B - kinesin family member 5B (human),associated_with,Testicular Germ Cell Tumor,,,MESH:C563236,CTD
KIF5B - kinesin family member 5B (human),associated_with,Testicular Neoplasms,,,MESH:D013736,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Thyroid cancer, follicular",,,MESH:C572845,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Thyroid cancer, medullary",,,MESH:C536914,CTD
KIF5B - kinesin family member 5B (human),associated_with,Thyroid Diseases,,,MESH:D013959,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Thyroid Hormone Metabolism, Abnormal",,,MESH:C566454,CTD
KIF5B - kinesin family member 5B (human),associated_with,Thyroid Neoplasms,,,MESH:D013964,CTD
KIF5B - kinesin family member 5B (human),associated_with,Tongue Neoplasms,,,MESH:D014062,CTD
KIF5B - kinesin family member 5B (human),associated_with,Triple Negative Breast Neoplasms,,,MESH:D064726,CTD
KIF5B - kinesin family member 5B (human),associated_with,Tumor Lysis Syndrome,,,MESH:D015275,CTD
KIF5B - kinesin family member 5B (human),associated_with,Ureteral Neoplasms,,,MESH:D014516,CTD
KIF5B - kinesin family member 5B (human),associated_with,Urinary Bladder Neoplasms,,,MESH:D001749,CTD
KIF5B - kinesin family member 5B (human),associated_with,Urogenital Neoplasms,,,MESH:D014565,CTD
KIF5B - kinesin family member 5B (human),associated_with,Urologic Neoplasms,,,MESH:D014571,CTD
KIF5B - kinesin family member 5B (human),associated_with,Uterine Cervical Neoplasms,,,MESH:D002583,CTD
KIF5B - kinesin family member 5B (human),associated_with,Uterine Neoplasms,,,MESH:D014594,CTD
KIF5B - kinesin family member 5B (human),associated_with,Uveal Neoplasms,,,MESH:D014604,CTD
KIF5B - kinesin family member 5B (human),associated_with,Vascular Calcification,,,MESH:D061205,CTD
KIF5B - kinesin family member 5B (human),associated_with,Vascular Diseases,,,MESH:D014652,CTD
KIF5B - kinesin family member 5B (human),associated_with,Vascular Malformations,,,MESH:D054079,CTD
KIF5B - kinesin family member 5B (human),associated_with,Vascular Remodeling,,,MESH:D066253,CTD
KIF5B - kinesin family member 5B (human),associated_with,Vascular System Injuries,,,MESH:D057772,CTD
KIF5B - kinesin family member 5B (human),associated_with,Wilms Tumor,,,MESH:D009396,CTD
